date,daily_partial,daily_full,daily_booster,daily,cases_new,cases_import,cases_recovered,cases_active,cases_cluster,cases_unvax,cases_pvax,cases_fvax,cases_boost,cases_child,cases_adolescent,cases_adult,cases_elderly,cases_0_4,cases_5_11,cases_12_17,cases_18_29,cases_30_39,cases_40_49,cases_50_59,cases_60_69,cases_70_79,cases_80,cluster_import,cluster_religious,cluster_community,cluster_highRisk,cluster_education,cluster_detentionCentre,cluster_workplace
01/06/2021,75503,24470,0,99973,7105,2,6083,80013,1362,6828,154,123,0,966,526,4800,758,374,592,526,1944,1377,786,693,482,208,68,0,201,309,22,33,0,469
02/06/2021,97091,9903,0,106994,7703,2,5777,81852,1434,7394,167,142,0,1027,507,5265,706,421,606,507,2148,1471,938,708,453,193,60,0,145,265,16,24,54,538
03/06/2021,111485,7885,0,119370,8209,64,7049,82902,1820,7929,143,137,0,929,535,5766,776,384,545,535,2279,1720,980,787,518,202,56,54,197,270,3,22,5,903
04/06/2021,86497,4987,0,91484,7748,2,6624,83943,1708,7445,181,122,0,956,494,5276,740,392,564,494,2071,1517,909,779,485,182,73,0,83,213,4,70,2,879
05/06/2021,72250,1405,0,73655,7452,8,6105,85200,1727,7174,156,122,0,926,491,5044,718,348,578,491,2025,1444,872,703,492,156,70,0,148,274,17,8,66,791
06/06/2021,81211,1619,0,82830,6241,14,5133,86229,1290,5962,167,112,0,858,366,4287,559,341,517,366,1744,1247,715,581,364,146,49,0,64,250,3,35,58,601
07/06/2021,60851,5107,0,65958,5271,14,7548,83868,1113,5002,148,121,0,680,376,3659,514,252,428,376,1474,995,651,539,322,140,52,0,66,233,31,34,11,442
08/06/2021,108572,46440,0,155012,5566,4,6962,82399,1522,5338,143,85,0,681,357,3889,486,266,415,357,1541,1144,654,550,305,125,56,0,72,268,72,31,7,830
09/06/2021,116368,40814,0,157182,6239,11,7386,81159,1397,5970,154,115,0,755,415,4290,564,296,459,415,1666,1242,711,671,372,137,55,0,47,212,23,28,109,589
10/06/2021,113827,47509,0,161336,5671,8,7325,79437,1453,5392,155,124,0,754,396,3892,545,292,462,396,1467,1144,718,563,366,141,38,0,66,218,21,48,4,825
11/06/2021,96397,30300,0,126697,6849,4,7749,78471,2429,6544,195,110,0,698,405,4787,509,283,415,405,1769,1545,850,623,327,132,50,0,39,185,45,22,30,1865
12/06/2021,103472,34206,0,137678,5793,6,8334,75847,1517,5524,161,108,0,722,398,3908,500,285,437,398,1488,1180,704,536,331,123,46,1,28,233,24,12,44,859
13/06/2021,105025,27022,0,132047,5304,5,8163,72915,1622,5057,156,91,0,649,334,3672,415,257,392,334,1557,998,630,487,274,104,37,0,39,201,13,33,0,931
14/06/2021,148044,55968,0,204012,4949,6,6588,71185,1458,4687,170,92,0,590,327,3469,469,237,353,327,1426,977,639,427,295,112,62,0,13,144,46,15,35,881
15/06/2021,167139,56267,0,223406,5419,6,6831,69694,1591,5138,183,98,0,686,358,3654,541,262,424,358,1464,1040,618,532,302,145,94,0,25,218,65,4,3,843
16/06/2021,206350,8299,0,214649,5150,3,7240,67523,1141,4837,220,93,0,638,355,3494,496,275,363,355,1301,1036,630,527,281,143,72,0,7,130,46,4,2,618
17/06/2021,185156,44455,0,229611,5738,3,7530,65650,1692,5425,208,105,0,699,387,4122,456,280,419,387,1603,1247,754,518,293,125,38,0,12,239,16,7,31,1094
18/06/2021,153094,32778,0,185872,6440,5,6861,65148,2338,6133,198,109,0,696,337,4180,485,286,410,337,1519,1358,801,502,310,112,63,0,18,158,49,1,101,1348
19/06/2021,135904,36348,0,172252,5911,1,6918,64074,2192,5535,269,107,0,643,331,4185,449,238,405,331,1601,1366,743,475,303,103,43,0,10,266,82,23,263,1163
20/06/2021,122506,24253,0,146759,5293,7,5941,63351,1835,5012,207,74,0,636,354,3566,383,245,391,354,1410,1089,639,428,238,97,48,0,19,192,33,4,78,1116
21/06/2021,190623,54791,0,245414,4611,8,5439,62442,1783,4300,228,83,0,548,304,3121,372,219,329,304,1185,933,625,378,234,101,37,0,3,312,16,1,221,917
22/06/2021,199204,61076,0,260280,4743,2,5557,61540,1469,4375,277,91,0,647,290,3244,462,259,388,290,1284,1000,552,408,308,107,47,0,10,219,36,15,85,826
23/06/2021,185367,80189,0,265556,5244,7,6372,60328,1704,4809,334,101,0,642,307,3649,448,249,393,307,1451,1091,644,463,276,123,49,0,24,316,32,33,46,805
24/06/2021,183002,94854,0,277856,5841,8,5411,60677,1881,5349,377,115,0,747,379,4015,517,294,453,379,1627,1136,732,520,350,122,45,0,11,372,43,5,79,1059
25/06/2021,154832,68316,0,223148,5812,32,6775,59636,2146,5355,323,134,0,571,329,4108,431,238,333,329,1540,1398,704,466,287,103,41,0,0,386,33,17,84,1318
26/06/2021,142146,56407,0,198553,5803,10,5193,60158,2060,5294,394,115,0,573,326,4280,464,210,363,326,1620,1439,744,477,317,120,27,0,13,225,16,21,203,1133
27/06/2021,111762,66244,0,178006,5586,3,4777,60895,2131,5033,421,132,0,566,316,4174,424,232,334,316,1680,1273,742,479,274,101,49,0,2,240,58,4,202,1325
28/06/2021,166535,43670,0,210205,5218,7,4744,61278,1770,4766,341,111,0,644,348,3755,385,233,411,348,1486,1203,630,436,261,92,32,0,1,278,12,18,111,1074
29/06/2021,158885,85540,0,244425,6437,14,5298,62326,2351,5850,425,162,0,744,367,4191,517,296,448,367,1620,1391,649,531,332,141,44,0,2,444,32,5,86,1332
30/06/2021,173984,96846,0,270830,6276,16,4929,63563,1685,5602,504,170,0,781,377,4401,507,322,459,377,1714,1328,789,570,319,123,65,0,8,259,62,9,104,877
01/07/2021,183706,86615,0,270321,6988,5,5580,64873,2268,6165,647,176,0,809,379,4843,503,348,461,379,1935,1501,885,522,324,134,45,0,0,305,41,23,209,1341
02/07/2021,170191,70735,0,240926,6982,3,6278,65470,2198,6190,590,202,0,744,413,5084,524,321,423,413,2070,1500,911,603,343,134,47,0,10,339,99,2,13,1358
03/07/2021,144778,79430,0,224208,6658,11,5677,66333,1917,5883,590,185,0,793,408,4565,484,326,467,408,1856,1386,782,541,321,121,42,0,0,244,13,3,187,1152
04/07/2021,135053,80865,0,215918,6045,20,5271,66993,1799,5293,591,161,0,825,383,4212,464,345,480,383,1664,1287,764,497,273,129,62,0,7,297,73,10,34,1121
05/07/2021,206573,121489,0,328062,6387,26,4532,68748,1947,5552,623,212,0,741,352,4683,439,322,419,352,1862,1436,823,562,297,104,38,0,0,350,55,0,40,1182
06/07/2021,217064,139322,0,356386,7654,11,4797,71492,2463,6702,735,217,0,937,400,4978,522,403,534,400,2049,1533,825,571,346,133,43,0,0,288,42,45,46,1746
07/07/2021,218820,176614,0,395434,7097,26,4863,73571,2106,6156,727,214,0,822,456,5029,479,314,508,456,2001,1504,962,562,309,132,38,0,1,370,82,92,166,927
08/07/2021,230007,160655,0,390662,8868,10,5802,76479,2704,7544,1030,294,0,870,493,6533,682,367,503,493,2659,2012,1117,745,456,161,65,0,6,474,75,23,25,1645
09/07/2021,220652,129847,0,350499,9180,7,5713,79764,2343,7875,1016,289,0,1078,517,6471,637,420,658,517,2533,2062,1152,724,439,156,42,0,2,339,41,5,169,1462
10/07/2021,219736,116776,0,336512,9353,11,5910,83058,3016,7915,1101,337,0,910,485,6453,651,352,558,485,2656,1934,1114,749,437,164,50,0,12,359,73,13,80,2135
11/07/2021,194732,103435,0,298167,9105,18,5194,86785,2199,7557,1208,340,0,1136,556,6492,661,452,684,556,2461,2052,1223,756,441,172,48,0,4,496,54,1,15,1271
12/07/2021,271859,162538,0,434397,8574,40,5041,90142,1843,7155,1097,322,0,1148,580,5993,649,481,667,580,2427,1833,1043,690,458,135,56,0,3,356,52,7,138,931
13/07/2021,268485,171439,0,439924,11079,27,5990,95038,2700,9144,1470,465,0,1502,708,7622,759,624,878,708,2944,2390,1390,898,521,178,60,0,6,587,41,0,214,1375
14/07/2021,295244,164080,0,459324,11618,26,6377,100100,2304,9325,1771,522,0,1620,699,8196,782,755,865,699,3107,2559,1539,991,541,178,63,0,0,430,189,3,97,1070
15/07/2021,317737,161338,0,479075,13215,13,6095,107010,2828,10828,1876,511,0,1743,907,9270,796,748,995,907,3711,2762,1677,1120,542,187,67,0,1,654,67,54,195,1207
16/07/2021,283787,134240,0,418027,12541,16,6742,112595,2785,10135,1867,539,0,1467,715,9043,801,627,840,715,3689,2757,1588,1009,559,187,55,0,2,468,99,36,179,1518
17/07/2021,264696,132244,0,396940,12528,19,6629,118230,3206,10129,1917,482,0,1567,818,8698,818,674,893,818,3465,2670,1519,1044,540,195,83,0,0,425,100,41,268,1772
18/07/2021,252522,104151,0,356673,10710,12,5778,122926,2164,8631,1626,453,0,1367,639,7633,691,559,808,639,3047,2296,1403,887,483,157,51,0,0,375,69,34,358,1015
19/07/2021,288701,154593,0,443294,10972,48,6439,127236,2480,8628,1853,491,0,1417,700,7999,709,622,795,700,3169,2390,1492,948,465,172,72,4,0,416,55,22,247,1358
20/07/2021,208439,103487,0,311926,12366,8,7567,131757,2650,9649,2176,541,0,1564,802,8856,846,670,894,802,3458,2776,1564,1058,579,193,74,0,0,369,128,20,369,1062
21/07/2021,288980,170548,0,459528,11985,7,7902,135568,2149,9156,2247,582,0,1821,875,8059,910,743,1078,875,3168,2356,1438,1097,602,224,84,0,19,463,107,89,77,952
22/07/2021,343286,176870,0,520156,13034,25,8436,139900,2589,9649,2654,731,0,1775,864,9161,878,747,1028,864,3538,2743,1721,1159,589,216,73,0,2,611,72,52,191,1163
23/07/2021,314559,164611,0,479170,15573,32,10094,145090,2214,11444,3340,789,0,2028,1081,10948,1122,849,1179,1081,4326,3263,2039,1320,762,274,86,0,19,474,142,17,101,864
24/07/2021,295892,137647,0,433539,15902,26,9471,151222,2922,11668,3454,780,0,2007,962,11395,1257,807,1200,962,4504,3450,2004,1437,854,315,88,8,3,515,89,36,123,1298
25/07/2021,292405,125077,0,417482,17045,6,9683,158281,3134,12519,3616,910,0,2068,1045,12076,1074,860,1208,1045,4629,3715,2340,1392,747,255,72,0,3,711,87,28,114,1552
26/07/2021,342669,195690,0,538359,14516,3,9371,163157,2902,11040,2767,709,0,1948,932,9783,897,816,1132,932,3865,2909,1772,1237,597,232,68,0,7,559,57,19,29,1504
27/07/2021,366442,205940,0,572382,16117,26,11526,167472,2958,11658,3535,924,0,2152,1148,11432,1105,889,1263,1148,4411,3464,2168,1389,753,279,73,0,1,619,90,30,110,1350
28/07/2021,375335,207269,0,582604,17405,6,12373,172183,2951,12144,4156,1105,0,2402,1182,12025,1231,955,1447,1182,4598,3631,2224,1572,860,271,100,0,6,621,125,25,74,1580
29/07/2021,363011,218654,0,581665,17170,32,12930,176134,2423,11878,4185,1107,0,2383,1140,12206,1090,1025,1358,1140,4960,3556,2259,1431,743,261,86,0,2,567,77,19,266,968
30/07/2021,332936,203068,0,536004,16840,17,12179,180468,3075,11554,4163,1123,0,2262,1178,11664,1108,919,1343,1178,4596,3543,2137,1388,712,298,98,0,5,822,84,9,61,1569
31/07/2021,336507,207639,0,544146,17786,9,11718,186224,3046,12103,4437,1246,0,2646,1352,12260,1186,1042,1604,1352,4856,3690,2285,1429,781,292,113,0,49,825,64,8,84,1283
01/08/2021,310466,185624,0,496090,17150,1,11326,191722,3000,11258,4708,1184,0,2468,1274,11731,1258,981,1487,1274,4489,3610,2188,1444,845,296,117,0,2,626,140,13,24,1525
02/08/2021,236952,252223,0,489175,15764,6,11767,195344,2625,10316,4316,1132,0,2216,1130,10783,1072,871,1345,1130,4296,3295,1896,1296,723,256,93,0,18,559,58,45,106,1256
03/08/2021,254033,251037,0,505070,17105,37,12297,199812,2400,11011,4750,1344,0,2424,1239,11777,1192,986,1438,1239,4656,3392,2207,1522,781,299,112,0,20,556,81,20,44,906
04/08/2021,242889,273503,0,516392,19819,23,12704,206620,2953,12684,5582,1553,0,2737,1380,13795,1359,1142,1595,1380,5288,4312,2511,1684,941,296,122,0,23,748,36,29,74,1169
05/08/2021,236015,303003,0,539018,20596,34,13893,213010,3084,12266,6606,1724,0,2601,1388,14699,1350,1070,1531,1388,5690,4401,2829,1779,905,344,101,0,12,682,65,41,165,1346
06/08/2021,205416,265968,0,471384,20889,13,16394,217147,2657,12088,6954,1847,0,2716,1331,14859,1364,1095,1621,1331,5679,4600,2855,1725,919,333,112,0,16,492,64,22,92,1260
07/08/2021,205025,247306,0,452331,19257,16,16322,219748,2771,11164,6374,1719,0,2505,1383,13341,1433,1025,1480,1383,5074,4025,2601,1641,925,384,124,0,20,579,32,14,97,1080
08/08/2021,172305,239722,0,412027,18688,10,17055,221061,2585,10974,5981,1733,0,2505,1340,13078,1381,973,1532,1340,5128,3958,2412,1580,929,331,121,0,88,475,80,12,106,1172
09/08/2021,203472,284764,0,488236,17236,29,15187,222805,2392,10000,5577,1659,0,2300,1209,11882,1182,912,1388,1209,4568,3568,2262,1484,784,276,122,0,17,534,14,4,182,933
10/08/2021,177077,201781,0,378858,19991,0,16258,226130,2866,11446,6616,1929,0,2680,1456,13501,1458,1094,1586,1456,5230,3987,2572,1712,954,369,135,0,32,716,24,29,49,1236
11/08/2021,245104,274759,0,519863,20780,15,17973,228649,2659,12088,6606,2086,0,2889,1454,14537,1424,1113,1776,1454,5484,4454,2806,1793,948,363,113,0,33,654,69,8,17,1262
12/08/2021,218587,334035,0,552622,21668,58,17687,232336,2544,12213,7013,2442,0,2923,1507,15101,1524,1207,1716,1507,5951,4580,2727,1843,991,392,141,0,11,621,33,15,81,1120
13/08/2021,185985,311334,0,497319,21468,25,17025,236516,2692,11832,7220,2416,0,2674,1433,14673,1593,1020,1654,1433,5632,4431,2754,1856,1017,397,179,0,15,391,144,43,33,1230
14/08/2021,181561,289749,0,471310,20670,8,17655,239255,2402,11431,6838,2401,0,2734,1467,14295,1551,1101,1633,1467,5463,4314,2681,1837,1020,382,149,0,6,517,83,19,71,1150
15/08/2021,158648,281821,0,440469,20546,14,16945,242567,2600,11197,6855,2494,0,2963,1507,14238,1370,1138,1825,1507,5525,4319,2742,1652,912,334,124,0,9,555,48,28,259,1112
16/08/2021,191263,335340,0,526603,19740,19,17450,244566,3058,10591,6447,2702,0,2780,1372,13518,1357,1035,1745,1372,5247,4184,2452,1635,865,347,145,0,12,615,71,16,52,1571
17/08/2021,199395,350268,0,549663,19631,7,16467,247477,2265,10676,6212,2743,0,2816,1424,13425,1442,1113,1703,1424,5107,4208,2503,1607,925,373,144,0,13,561,55,2,175,1042
18/08/2021,207537,364889,0,572426,22242,4,19680,249761,2878,11861,7171,3210,0,2988,1624,15125,1584,1214,1774,1624,5694,4639,2918,1874,1034,404,146,0,24,556,61,4,80,1395
19/08/2021,197269,352111,0,549380,22948,9,21720,250732,2343,12459,7170,3319,0,3035,1665,16065,1647,1254,1781,1665,6342,4770,3014,1939,1050,457,140,0,27,481,44,10,136,1131
20/08/2021,173421,341637,0,515058,23564,23,21448,252615,3031,12110,7212,4242,0,3350,1820,16011,1692,1290,2060,1820,6234,4637,3074,2066,1074,459,159,0,6,764,31,33,38,1588
21/08/2021,175582,325958,0,501540,22262,40,18576,256053,2331,11441,6898,3923,0,3154,1685,14933,1714,1269,1885,1685,5866,4397,2816,1854,1078,470,166,0,21,601,61,12,183,1104
22/08/2021,151166,314595,0,465761,19807,5,18200,257357,2177,10488,5895,3424,0,2918,1565,13288,1508,1144,1774,1565,5188,4015,2449,1636,945,400,163,0,7,416,36,4,97,1033
23/08/2021,162684,256591,0,419275,17672,8,19053,255703,2010,9060,5207,3405,0,2603,1374,11768,1491,1041,1562,1374,4400,3461,2332,1575,927,397,167,0,6,588,93,5,73,904
24/08/2021,170279,276720,0,446999,20837,22,18613,257740,2514,10610,6282,3945,0,2956,1616,14024,1520,1123,1833,1616,5633,4140,2602,1649,972,421,127,0,10,457,29,2,76,1480
25/08/2021,176715,275398,0,452113,22642,5,20798,259349,2499,11193,6936,4513,0,3221,1767,15003,1791,1263,1958,1767,5756,4472,3020,1755,1117,475,199,0,11,424,68,3,186,1384
26/08/2021,172818,267197,0,440015,24599,8,22657,261021,3394,12369,7314,4916,0,3437,1722,16450,1872,1346,2091,1722,6374,4922,3132,2022,1144,536,191,0,24,542,93,35,73,1944
27/08/2021,159633,218261,0,377894,22070,15,21877,260978,2126,10540,6485,5045,0,2973,1649,15043,1739,1186,1787,1649,5759,4550,2963,1771,1149,443,147,0,2,474,17,3,150,1022
28/08/2021,163533,210590,0,374123,22597,12,19492,263845,2551,10426,6855,5316,0,3188,1717,14876,1835,1262,1926,1717,5583,4539,2941,1813,1177,479,179,0,6,467,84,7,92,1505
29/08/2021,154979,178066,0,333045,20579,7,20845,263334,2595,10015,5647,4917,0,3025,1638,13696,1560,1207,1818,1638,5614,3929,2446,1707,991,416,153,0,12,392,16,4,81,1458
30/08/2021,196385,195986,0,392371,19268,16,21257,261072,2097,9334,5283,4651,0,2928,1597,12579,1650,1169,1759,1597,4929,3708,2380,1562,1048,427,175,0,4,460,37,72,89,1034
31/08/2021,129367,158315,0,287682,20897,1,18465,263248,1454,9492,5832,5573,0,2947,1683,14057,1760,1188,1759,1683,5416,4150,2723,1768,1098,501,161,0,1,260,38,11,43,734
01/09/2021,201980,229355,3,431338,18762,5,21073,260669,2107,8302,4973,5487,0,2764,1491,12434,1658,1084,1680,1491,4651,3759,2375,1649,1044,451,163,0,3,515,42,16,23,1109
02/09/2021,197157,207698,9,404864,20988,1,23473,257957,2142,9560,5166,6262,0,3064,1796,13868,1891,1176,1888,1796,5337,4056,2699,1776,1201,506,184,0,5,351,112,52,81,1110
03/09/2021,157197,202320,0,359517,19378,14,22399,254719,2223,8602,4764,6012,0,2925,1549,12793,1689,1146,1779,1549,4704,3922,2511,1656,1042,449,198,0,5,562,64,12,102,1191
04/09/2021,148194,188203,6,336403,19057,10,21582,251966,1760,8314,4534,6209,0,2842,1668,12309,1801,1145,1697,1668,4404,3706,2516,1683,1116,475,210,0,4,250,8,100,54,886
05/09/2021,145838,171106,2,316946,20396,8,20573,251540,2347,8857,4667,6872,0,3037,1622,13561,1869,1222,1815,1622,5085,4101,2556,1819,1183,508,178,0,6,447,98,23,41,1385
06/09/2021,143389,200095,2,343486,17352,8,20201,248458,1758,7308,4075,5969,0,2654,1451,11349,1562,1099,1555,1451,4330,3461,2187,1371,993,427,142,0,0,204,63,23,71,1015
07/09/2021,144617,207540,3,352160,18547,18,18902,247875,2177,8146,4269,6132,0,2829,1559,12033,1717,1090,1739,1559,4513,3592,2298,1630,1092,462,163,0,0,592,66,19,74,1082
08/09/2021,138997,213262,5,352264,19733,3,22701,244660,2095,8197,4524,7012,0,2978,1593,13019,1856,1175,1803,1593,4981,3885,2512,1641,1131,545,180,0,1,466,48,58,85,1038
09/09/2021,145517,208026,2,353545,19307,6,24855,238900,1577,8023,4358,6926,0,2881,1597,12928,1704,1165,1716,1597,4988,3948,2393,1599,1067,459,178,0,0,332,0,74,39,918
10/09/2021,119956,197978,3,317937,21176,4,21476,238386,2162,8438,4778,7960,0,3345,1814,13607,1986,1362,1983,1814,4997,4141,2640,1829,1197,581,208,0,0,326,36,40,23,1446
11/09/2021,96587,189805,44,286436,19550,7,21771,235952,2144,8193,4064,7293,0,3009,1650,12772,1797,1171,1838,1650,4695,3888,2554,1635,1150,463,184,0,0,551,99,51,38,1052
12/09/2021,84457,166886,108,251451,19198,5,20980,233944,1916,7479,3852,7867,0,2991,1686,12366,1914,1153,1838,1686,4796,3540,2336,1694,1231,509,174,0,2,544,12,9,69,947
13/09/2021,78543,173322,2,251867,16073,21,24813,225023,1547,6306,3365,6402,0,2498,1391,10332,1562,992,1506,1391,3967,3070,1977,1318,965,425,172,0,20,427,42,11,32,674
14/09/2021,78335,189625,3,267963,15669,17,18053,222445,1041,5995,3515,6159,0,2541,1318,10104,1476,1022,1519,1318,3693,3044,1931,1436,906,409,161,0,6,360,35,5,20,498
15/09/2021,74673,199408,4,274085,19495,11,18760,222969,1389,7519,3519,8457,0,3201,1712,12409,1952,1280,1921,1712,4502,3796,2412,1699,1216,544,192,0,16,485,91,39,15,556
16/09/2021,66376,154414,0,220790,18815,7,16939,224663,1627,7036,3823,7956,0,3036,1528,12191,1792,1213,1823,1528,4430,3795,2338,1628,1132,484,176,0,4,456,47,45,54,775
17/09/2021,81187,182280,6,263473,17577,3,22970,219080,1742,6508,3811,7258,0,2590,1417,11621,1668,1027,1563,1417,4322,3525,2243,1531,1037,450,181,0,3,432,31,13,20,1055
18/09/2021,79058,176237,1,255296,15549,5,17205,217257,1251,5579,3268,6702,0,2429,1321,9981,1595,954,1475,1321,3678,2992,1914,1397,952,462,181,0,1,331,48,23,22,693
19/09/2021,66619,172409,0,239028,14954,11,23469,208583,1216,5561,2926,6467,0,2353,1233,9644,1467,945,1408,1233,3501,2938,1846,1359,898,428,141,0,8,196,39,3,72,720
20/09/2021,101511,211252,0,312763,14345,43,16814,205967,1157,5156,2655,6534,0,2321,1244,9073,1500,882,1439,1244,3360,2724,1715,1274,928,424,148,24,4,447,7,1,10,523
21/09/2021,127590,148399,1,275990,15759,27,16650,204924,1223,5521,2857,7381,0,2451,1399,10017,1611,935,1516,1399,3687,3051,1843,1436,968,461,182,0,3,301,45,15,2,622
22/09/2021,126867,214704,3,341574,14990,5,19702,200068,991,5295,2824,6871,0,2471,1264,9538,1523,994,1477,1264,3462,2884,1892,1300,968,405,150,0,8,210,35,49,17,595
23/09/2021,139214,208842,2,348058,13754,4,16628,197046,1111,5123,2240,6391,0,2354,1098,8850,1371,902,1452,1098,3120,2672,1763,1295,852,383,136,0,1,303,20,7,6,658
24/09/2021,123565,168847,2,292414,14554,9,16751,194703,1079,5049,2268,7237,0,2334,1278,9269,1528,918,1416,1278,3260,2784,1884,1341,966,427,135,0,0,405,45,34,4,582
